Detailed Statistics Arrivals  
Destination Airport: Idaho Falls, ID: Idaho Falls Regional (IDA)
Airline: ExpressJet Airlines Inc. (XE)
Month(s): May, June, July, August, September, and October
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022 and 2023

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"XE","07/12/2008","7684","N14171","SLC","20:30","20:21","55","50","-9","20:17","4","0","0","0","0","0"
"XE","07/13/2008","7684","N14171","SLC","20:30","20:36","55","54","6","20:32","4","0","0","0","0","0"
"XE","07/14/2008","7684","N16183","SLC","20:30","21:01","55","65","31","20:55","6","0","0","10","0","21"
"XE","07/15/2008","7684","N17169","SLC","20:30","20:38","55","61","8","20:34","4","0","0","0","0","0"
"XE","07/16/2008","7684","N11176","SLC","20:30","20:31","55","63","1","20:27","4","0","0","0","0","0"
"XE","07/17/2008","7684","N12167","SLC","20:30","20:25","55","53","-5","20:21","4","0","0","0","0","0"
"XE","07/18/2008","7684","N12167","SLC","20:30","20:36","55","61","6","20:31","5","0","0","0","0","0"
"XE","07/19/2008","7684","N14179","SLC","20:30","20:21","55","49","-9","20:17","4","0","0","0","0","0"
"XE","07/20/2008","7684","N12167","SLC","20:30","21:05","55","47","35","21:01","4","0","0","0","0","35"
"XE","07/21/2008","7684","N14171","SLC","20:30","20:17","55","43","-13","20:15","2","0","0","0","0","0"
"XE","07/22/2008","7684","N11176","SLC","20:30","20:48","55","54","18","20:44","4","18","0","0","0","0"
"XE","07/23/2008","7684","N11176","SLC","20:30","20:25","55","58","-5","20:21","4","0","0","0","0","0"
"XE","07/24/2008","7684","N16183","SLC","20:30","20:41","55","51","11","20:38","3","0","0","0","0","0"
"XE","07/24/2008","7687","N17169","SLC","17:30","17:23","55","48","-7","17:20","3","0","0","0","0","0"
"XE","07/25/2008","7684","N17169","SLC","20:30","20:57","55","90","27","20:53","4","0","0","27","0","0"
"XE","07/26/2008","7684","N16183","SLC","20:30","20:40","55","58","10","20:37","3","0","0","0","0","0"
"XE","07/27/2008","7684","N12172","SLC","20:30","20:55","55","84","25","20:49","6","0","0","25","0","0"
"XE","07/28/2008","7684","N14171","SLC","20:30","20:24","55","52","-6","20:20","4","0","0","0","0","0"
"XE","07/29/2008","7684","N12167","SLC","20:30","20:27","55","57","-3","20:25","2","0","0","0","0","0"
"XE","07/30/2008","7684","N12201","SLC","20:30","20:38","55","43","8","20:35","3","0","0","0","0","0"
"XE","07/31/2008","7684","N11176","SLC","20:30","20:18","55","46","-12","20:14","4","0","0","0","0","0"
"XE","08/01/2008","7684","N12201","SLC","20:30","22:34","55","75","124","22:29","5","104","0","20","0","0"
"XE","08/02/2008","7684","N12167","SLC","20:30","21:17","55","48","47","21:13","4","0","0","0","0","47"
"XE","08/03/2008","7684","N12175","SLC","20:30","20:32","55","58","2","20:28","4","0","0","0","0","0"
"XE","08/04/2008","7684","N12201","SLC","20:30","20:23","55","51","-7","20:18","5","0","0","0","0","0"
"XE","08/05/2008","7684","N11176","SLC","20:30","20:14","55","42","-16","20:10","4","0","0","0","0","0"
"XE","08/06/2008","7684","N11176","SLC","20:30","20:21","55","49","-9","20:17","4","0","0","0","0","0"
"XE","08/07/2008","7684","N12167","SLC","20:30","20:47","55","71","17","20:43","4","0","0","17","0","0"
"XE","08/08/2008","7684","N14168","SLC","20:30","20:25","55","55","-5","20:19","6","0","0","0","0","0"
"XE","08/10/2008","7684","N14168","SLC","20:30","20:20","55","50","-10","20:16","4","0","0","0","0","0"
"XE","08/11/2008","7684","N14168","SLC","20:30","20:18","55","51","-12","20:13","5","0","0","0","0","0"
"XE","08/12/2008","7684","N14168","SLC","20:30","20:29","55","54","-1","20:25","4","0","0","0","0","0"
"XE","08/13/2008","7684","N14168","SLC","20:30","23:30","55","55","180","23:27","3","180","0","0","0","0"
"XE","08/14/2008","7684","N12175","SLC","20:30","20:40","55","54","10","20:37","3","0","0","0","0","0"
"XE","08/15/2008","7684","N11176","SLC","20:30","21:06","55","54","36","21:03","3","36","0","0","0","0"
"XE","08/18/2008","7684","N12167","SLC","20:30","20:25","55","51","-5","20:20","5","0","0","0","0","0"
"XE","08/19/2008","7684","N11181","SLC","20:20","21:10","55","42","50","21:07","3","0","0","0","0","50"
"XE","08/19/2008","7689","N12175","SLC","22:11","22:13","55","62","2","22:08","5","0","0","0","0","0"
"XE","08/20/2008","7684","N33182","SLC","20:20","20:44","55","69","24","20:41","3","0","0","14","0","10"
"XE","08/20/2008","7689","N14168","SLC","22:11","22:04","55","50","-7","22:00","4","0","0","0","0","0"
"XE","08/21/2008","7684","N14171","SLC","20:20","20:42","55","67","22","20:36","6","0","0","12","0","10"
"XE","08/21/2008","7689","","SLC","22:11","00:00","55","0","0","00:00","0","0","0","0","0","0"
"XE","08/22/2008","7684","N11181","SLC","20:20","20:33","55","51","13","20:29","4","0","0","0","0","0"
"XE","08/22/2008","7689","N16183","SLC","22:11","22:23","55","63","12","22:20","3","0","0","0","0","0"
"XE","08/23/2008","7684","N16183","SLC","20:20","20:16","55","45","-4","20:13","3","0","0","0","0","0"
"XE","08/23/2008","7689","N14171","SLC","22:11","21:55","55","45","-16","21:53","2","0","0","0","0","0"
"XE","08/24/2008","7684","N33182","SLC","20:20","20:18","55","49","-2","20:14","4","0","0","0","0","0"
"XE","08/24/2008","7689","N14173","SLC","22:11","22:16","55","63","5","22:13","3","0","0","0","0","0"
"XE","08/25/2008","7684","N14168","SLC","20:20","22:44","55","79","144","22:40","4","120","0","24","0","0"
"XE","08/25/2008","7689","N11176","SLC","22:11","22:25","55","73","14","22:21","4","0","0","0","0","0"
"XE","08/26/2008","7684","N11176","SLC","20:20","20:10","55","50","-10","20:06","4","0","0","0","0","0"
"XE","08/26/2008","7689","N12166","SLC","22:11","22:01","55","47","-10","21:57","4","0","0","0","0","0"
"XE","08/27/2008","7684","N12175","SLC","20:20","22:04","55","55","104","21:59","5","4","0","0","0","100"
"XE","08/27/2008","7689","N14168","SLC","22:11","23:00","55","50","49","22:56","4","49","0","0","0","0"
"XE","08/28/2008","7684","N14177","SLC","20:20","21:13","55","47","53","21:08","5","0","0","0","0","53"
"XE","08/28/2008","7689","N11176","SLC","22:11","21:43","55","40","-28","21:40","3","0","0","0","0","0"
"XE","08/29/2008","7684","N11176","SLC","20:20","20:13","55","47","-7","20:10","3","0","0","0","0","0"
"XE","08/29/2008","7689","N12175","SLC","22:11","22:00","55","50","-11","21:57","3","0","0","0","0","0"
"XE","08/30/2008","7689","N33182","SLC","21:22","21:10","55","52","-12","21:07","3","0","0","0","0","0"
"XE","08/31/2008","7689","","SLC","21:22","00:00","55","0","0","00:00","0","0","0","0","0","0"

 SOURCE: Bureau of Transportation Statistics
